1,5,2,5
1,6,2,6
1,7,2,7
1,8,2,8
0,0,0,4
1,0,2,0
1,1,2,1
1,2,2,2
1,3,2,3
1,4,2,4
0,15,1,15
0,16,1,16
0,17,1,17
0,18,1,18
0,10,1,10
0,11,1,11
0,12,1,12
0,13,1,13
0,14,1,14
