34,25,34,36
35,25,35,36
0,36,1,36
0,25,1,25
0,26,1,26
0,27,1,27
0,28,1,28
0,29,0,31
0,32,1,32
0,33,1,33
0,34,1,34
0,35,1,35
0,12,3,12
1,13,3,13
1,14,3,14
1,15,3,15
2,16,3,16
0,13,0,14
0,15,0,23
1,16,1,19
1,20,1,23
0,24,3,24
2,22,2,23
2,18,3,18
2,19,3,19
2,20,3,20
2,21,3,21
0,0,0,11
1,0,1,11
2,4,2,6
2,7,3,7
2,8,3,8
2,9,3,9
2,10,3,10
36,0,36,11
37,0,37,11
2,11,3,11
2,0,3,0
2,1,3,1
2,2,3,2
2,3,3,3
