135,0,135,2
135,3,135,10
148,0,148,2
148,6,148,8
119,0,119,2
119,6,119,8
120,0,120,2
120,3,120,10
134,0,134,2
134,6,134,8
90,0,90,2
90,3,90,10
104,0,104,2
104,6,104,8
105,0,105,2
105,3,105,10
74,0,74,2
74,6,74,8
75,0,75,2
75,3,75,10
89,0,89,2
89,6,89,8
45,0,45,2
45,3,45,10
59,0,59,2
59,6,59,8
60,0,60,2
60,3,60,10
29,0,29,2
29,6,29,8
30,0,30,2
30,3,30,10
44,0,44,2
44,6,44,8
0,0,0,2
0,3,0,10
14,0,14,2
14,6,14,8
15,0,15,2
15,3,15,10
